cpp	Creoles and pidgins, Portuguese-based	
cre	Cree	
crh	Crimean Turkish; Crimean Tatar	
crp	Creoles and pidgins	
csb	Kashubian	
cus	Cushitic languages	
cze	Czech	
dak	Dakota	
dan	Danish	
dar	Dargwa	
day	Land Dayak languages	
del	Delaware	
den	Slave	
dgr	Dogrib	
din	Dinka	
div	Divehi; Dhivehi; Maldivian	
doi	Dogri	
dra	Dravidian languages	
dsb	Lower Sorbian	
dua	Duala	
dum	Dutch, Middle (ca. 1050-1350)	
dut	Dutch; Flemish	
dyu	Dyula	
dzo	Dzongkha	
efi	Efik	
egy	Egyptian	
eka	Ekajuk	
elx	Elamite	
eng	English	
enm	English, Middle (1100-1500)	
epo	Esperanto	
est	Estonian	
ewe	Ewe	
ewo	Ewondo	
fan	Fang	
fao	Faroese	
fat	Fanti	
fij	Fijian	
fil	Filipino; Pilipino	
fin	Finnish	
fiu	Finno-Ugrian languages	
fon	Fon	
fre	French	
frm	French, Middle (ca. 1400-1600)	
fro	French, Old (ca. 842-1400)	
frr	Northern Frisian	
frs	Eastern Frisian	
fry	Western Frisian	
ful	Fula	
fur	Friulian	
gaa	Gã	
gay	Gayo	
gba	Gbaya	
gem	Germanic languages	
geo	Georgian	
ger	German	
gez	Ethiopic	
gil	Gilbertese	
gla	Scottish Gaelic	
gle	Irish	
glg	Galician	
glv	Manx	
gmh	German, Middle High (ca. 1050-1500)	
goh	German, Old High (ca. 750-1050)	
gon	Gondi	
gor	Gorontalo	
got	Gothic	
grb	Grebo	
grc	Greek, Ancient (to 1453)	
gre	Greek, Modern (1453-)	
grn	Guarani	
gsw	Swiss German; Alemannic	
guj	Gujarati	
gwi	Gwich'in	
hai	Haida	
hat	Haitian French Creole	
hau	Hausa	
haw	Hawaiian	
heb	Hebrew	
her	Herero	
hil	Hiligaynon	
him	Himachali	
hin	Hindi	
hit	Hittite	
hmn	Hmong	
hmo	Hiri Motu	
hrv	Croatian	
hsb	Upper Sorbian	
hun	Hungarian	
hup	Hupa	
iba	Iban	
ibo	Igbo	
ice	Icelandic	
ido	Ido	
iii	Sichuan Yi; Nuosu	
ijo	Ijo languages	
iku	Inuktitut	
ile	Interlingue; Occidental	
ilo	Iloko	
ina	Interlingua (International Auxiliary Language Association)	
inc	Indic languages	
ind	Indonesian	
ine	Indo-European languages	
inh	Ingush	
ipk	Inupiaq	
ira	Iranian languages	
iro	Iroquoian languages	
ita	Italian	
jav	Javanese	
jbo	Lojban	
jpn	Japanese	
jpr	Judeo-Persian	
jrb	Judeo-Arabic	
kaa	Kara-Kalpak	
kab	Kabyle	
kac	Kachin; Jingpho	
kal	Kalâtdlisut	
kam	Kamba	
kan	Kannada	
kar	Karen languages	
kas	Kashmiri	
kau	Kanuri	
kaw	Kawi	
kaz	Kazakh	
kbd	Kabardian	
kha	Khasi	
khi	Khoisan languages	
khm	Central Khmer	
kho	Khotanese; Sakan	
kik	Kikuyu; Gikuyu	
kin	Kinyarwanda	
kir	Kirghiz; Kyrgyz	
kmb	Kimbundu	
kok	Konkani	
kom	Komi	
kon	Kongo	
kor	Korean	
kos	Kusaie	
kpe	Kpelle	
krc	Karachay-Balkar	
krl	Karelian	
kro	Kru languages	
kru	Kurukh	
kua	Kuanyama	
kum	Kumyk	
kur	Kurdish	
kut	Kutenai	
lad	Ladino	
lah	Lahnda	
lam	Lamba	
lao	Lao	
lat	Latin	
lav	Latvian	
lez	Lezgian	
lim	Limburgish	
lin	Lingala	
lit	Lithuanian	
lol	Mongo-Nkundu	
loz	Lozi	
ltz	Luxembourgish; Letzeburgesch	
lua	Luba-Lulua	
lub	Luba-Katanga	
lug	Ganda	
lui	Luiseño	
lun	Lunda	
luo	Luo (Kenya and Tanzania)	
lus	Lushai	
mac	Macedonian	
mad	Madurese	
mag	Magahi	
mah	Marshall	
mai	Maithili	
mak	Makasar	
mal	Malayalam	
man	Mandingo	
mao	Maori	
map	Austronesian languages	
mar	Marathi	
mas	Masai	
may	Malay	
mdf	Moksha	
mdr	Mandar	
men	Mende	
mga	Irish, Middle (ca. 1100-1550)	
mic	Mi'kmaq; Micmac	
min	Minangkabau	
mis	Uncoded languages	
mkh	Mon-Khmer languages	
mlg	Malagasy	
mlt	Maltese	
mnc	Manchu	
mni	Manipuri	
mno	Manobo languages	
moh	Mohawk	
mol	Moldavian; Moldovan	DEPRECATED - use rum
mon	Mongolian	
mos	Mooré	
mul	Multiple languages	
mun	Munda languages	
mus	Creek	
mwl	Mirandese	
mwr	Marwari	
myn	Mayan languages	
myv	Erzya	
nah	Nahuatl languages	
nai	North American Indian languages	
nap	Neapolitan	
nau	Nauru	
nav	Navajo	
nbl	Ndebele, South	
nde	Ndebele, North	
ndo	Ndonga	
nds	Low German; Low Saxon	
nep	Nepali	
new	Newari	
nia	Nias	
nic	Niger-Kordofanian languages	
niu	Niuean	
nno	Norwegian Nynorsk	
nob	Norwegian Bokmål	
nog	Nogai	
non	Old Norse	
nor	Norwegian	
nqo	N'Ko	
nso	Pedi; Sepedi; Northern Sotho	
nub	Nubian languages	
nwc	Classical Newari; Old Newari; Classical Nepal Bhasa	
nya	Chichewa; Chewa; Nyanja	
nym	Nyamwezi	
nyn	Nyankole	
nyo	Nyoro	
nzi	Nzima	
oci	Occitan (post 1500)	
oji	Ojibwa	
ori	Oriya	
orm	Oromo	
osa	Osage	
oss	Ossetian; Ossetic	
ota	Turkish, Ottoman	
oto	Otomian languages	
paa	Papuan languages	
pag	Pangasinan	
pal	Pahlavi	
pam	Pampanga; Kapampangan	
pan	Panjabi	
pap	Papiamento	
pau	Palauan	
peo	Old Persian (ca. 600-400 B.C.)	
per	Persian	
phi	Philippine languages	
phn	Phoenician	
pli	Pali	
pol	Polish	
pon	Ponape	
por	Portuguese	
pra	Prakrit languages	
pro	Provençal (to 1500);Occitan, Old (to 1500)	
pus	Pushto; Pashto	
qar	Aranés	ONIX local code
qav	Valencian	ONIX local code
que	Quechua	
raj	Rajasthani	
rap	Rapanui	
rar	Rarotongan; Cook Islands Maori	
roa	Romance languages	
roh	Romansh	
rom	Romany	
rum	Romanian	
run	Rundi	
rup	Aromanian; Arumanian; Macedo-Romanian	
rus	Russian	
sad	Sandawe	
sag	Sango	
sah	Yakut	
sai	South American Indian languages	
sal	Salishan languages	
sam	Samaritan Aramaic	
san	Sanskrit	
sas	Sasak	
sat	Santali	
scc	Serbian	DEPRECATED - use srp
scn	Sicilian	
sco	Scots	
scr	Croatian	DEPRECATED - use hrv
sel	Selkup	
sem	Semitic languages	
sga	Irish, Old (to 1100)	
sgn	Sign languages	
shn	Shan	
sid	Sidamo	
sin	Sinhala; Sinhalese	
sio	Siouan languages	
sit	Sino-Tibetan languages	
sla	Slavic languages	
slo	Slovak	
slv	Slovenian	
sma	Southern Sami	
sme	Northern Sami	
smi	Sami languages	
smj	Lule Sami	
smn	Inari Sami	
smo	Samoan	
sms	Skolt Sami	
sna	Shona	
snd	Sindhi	
snk	Soninke	
sog	Sogdian	
som	Somali	
son	Songhai languages	
sot	Sotho	aka Sesotho
spa	Spanish	
srd	Sardinian	
srn	Sranan Tongo	
srp	Serbian	
srr	Serer	
ssa	Nilo-Saharan languages	
ssw	Swazi	aka Swati, siSwati
suk	Sukuma	
sun	Sundanese	
sus	Susu	
sux	Sumerian	
swa	Swahili	
swe	Swedish	
syc	Classical Syriac	
syr	Syriac	
tah	Tahitian	
tai	Tai languages	
tam	Tamil	
tat	Tatar	
tel	Telugu	
tem	Temne	
ter	Terena	
tet	Tetum	
tgk	Tajik	
tgl	Tagalog	
tha	Thai	
tib	Tibetan	
tig	Tigré	
tir	Tigrinya	
tiv	Tiv	
tkl	Tokelauan	
tlh	Klingon; tlhIngan-Hol	
tli	Tlingit	
tmh	Tamashek	
tog	Tonga (Nyasa)	
ton	Tongan	
tpi	Tok Pisin	
tsi	Tsimshian	
tsn	Tswana	aka Setswana
tso	Tsonga	
tuk	Turkmen	
tum	Tumbuka	
tup	Tupi languages	
tur	Turkish	
tut	Altaic languages	
tvl	Tuvaluan	
twi	Twi	
tyv	Tuvinian	
udm	Udmurt	
uga	Ugaritic	
uig	Uighur; Uyghur	
ukr	Ukrainian	
umb	Umbundu	
und	Undetermined	
urd	Urdu	
uzb	Uzbek	
vai	Vai	
ven	Venda	
vie	Vietnamese	
vol	Volapük	
vot	Votic	
wak	Wakashan languages	
wal	Wolaitta; Wolaytta	
war	Waray	
was	Washo	
wel	Welsh	
wen	Sorbian languages	
wln	Walloon	
wol	Wolof	
xal	Kalmyk	
xho	Xhosa	
yao	Yao	
yap	Yapese	
yid	Yiddish	
yor	Yoruba	
ypk	Yupik languages	
zap	Zapotec	
zbl	Blissymbols; Blissymbolics; Bliss	
zen	Zenaga	
zha	Zhuang; Chuang	
znd	Zande languages	
zul	Zulu	
zun	Zuni	
zxx	No linguistic content	
zza	Zaza; Dimili; Dimli; Kirdki; Kirmanjki; Zazaki	
